DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2018-10-20,17,9,14,9,15,12,0,71,10,1031,11.125,18,9,11,113,113,113,0,1,8.7,météo correcte
2018-10-21,18,8,10,8,16,14,0,59,10,1030,2.375,20,7,14,113,113,113,0,1,8.7,météo favorable
2018-10-22,15,10,22,10,14,12,0,81,10,1035,36,15,10,10,113,122,113,0,1,5.5,météo correcte
2018-10-23,17,7,16,7,15,13,0,72,10,1035,5.875,17,9,11,113,113,113,0,1,8.7,météo correcte
2018-10-24,17,11,11,11,16,13,0,85,10,1030,34.25,17,12,14,116,119,113,0,1,7.1,météo correcte
2018-10-25,15,10,8,10,14,12,0,88,9,1026,46.375,20,12,11,143,116,113,0,1,8.7,météo correcte
2018-10-26,13,8,17,8,12,11,0.1,82,10,1017,51.625,13,8,9,119,122,116,0,1,3.8,météo correcte
2018-10-27,10,5,12,5,9,7,0,69,10,1012,39.625,10,3,5,116,116,116,0,1,7.1,météo très défavorable
2018-10-28,8,4,32,4,8,6,0,73,10,1011,45.875,8,2,2,116,122,113,0,1,5.4,météo très défavorable
2018-10-29,6,3,24,3,6,5,0.2,74,10,1009,88,6,1,0,119,122,122,0,1,3.8,météo très défavorable
2018-10-30,10,4,26,4,9,8,1.5,85,8.875,1007,88.125,10,5,4,122,122,119,0,1,3.8,météo très défavorable
2018-10-31,11,4,15,4,10,10,1,91,8.375,1010,65.5,11,9,5,116,122,122,0,1,5.4,météo très défavorable
2018-11-01,11,9,18,9,11,10,0.2,87,10,1015,59.5,12,9,8,113,122,119,0,1,3.7,météo défavorable
2018-11-02,11,6,12,6,11,8,0,81,10,1030,23,13,6,7,113,113,113,0,1,7,météo défavorable
2018-11-03,11,4,6,4,10,7,0,63,10,1031,9.75,12,2,7,113,113,113,0,1,8.7,météo très défavorable
2018-11-04,13,5,10,5,11,10,0,82,10,1020,25.125,14,7,7,116,113,113,0,1,8.7,météo correcte
2018-11-05,18,8,13,8,17,14,0,69,10,1007,38.125,18,9,11,113,113,119,0,1,8.7,météo favorable
2018-11-06,19,12,23,12,19,13,0.2,67,9.875,1005,31.375,19,11,12,116,116,116,0,1,8.7,météo favorable
2018-11-07,13,10,26,10,12,11,2.3,80,8.875,1012,80.125,13,8,8,122,122,119,0,1,3.7,météo défavorable
2018-11-08,12,6,15,6,11,10,0,78,10,1021,29.25,13,8,8,113,113,122,0,1,8.7,météo défavorable
2018-11-09,14,7,15,7,13,11,0,79,10,1014,20.75,15,8,8,113,116,116,0,1,8.7,météo correcte
2018-11-10,13,12,24,12,12,12,1.5,82,8.875,1003,90.375,13,9,10,122,122,116,0,1,3.6,météo défavorable
2018-11-11,12,12,25,12,12,12,2.6,87,7.875,1011,88,12,11,10,119,122,119,0,1,3.6,météo défavorable
2018-11-12,11,10,10,11,11,10,6,90,8.25,1020,76.75,12,11,9,122,116,119,0,1,7,météo défavorable
2018-11-13,14,9,18,10,14,11,0,83,10,1030,38.5,14,9,8,119,116,113,0,1,8.7,météo correcte
2018-11-14,13,7,10,7,13,10,0,86,10,1030,21.375,15,10,8,113,113,113,0,1,8.7,météo correcte
2018-11-15,12,7,9,7,11,9,0,83,10,1024,6.125,16,10,9,113,113,113,0,1,8.7,météo défavorable
2018-11-16,10,5,9,6,9,6,0,85,10,1026,10,13,7,8,116,113,113,0,1,8.7,météo très défavorable
2018-11-17,8,2,18,2,7,6,0,75,10,1026,2.5,9,3,1,113,113,113,0,1,8.7,météo très défavorable
2018-11-18,8,2,19,2,7,6,0,65,10,1024,0,9,1,-0,113,113,113,0,1,8.7,météo très défavorable
2018-11-19,6,0,22,0,6,4,0.2,73,9.625,1019,42,6,0,-3,113,119,119,0.1,1,5.2,météo très défavorable
2018-11-20,4,1,17,2,3,2,0.6,84,9,1007,85.875,4,0,-2,122,122,119,0.5,1,3.4,météo très défavorable
2018-11-21,5,-1,7,-1,4,3,0,76,10,1018,13.875,6,1,1,113,113,116,0,1,8.7,météo très défavorable
2018-11-22,6,-0,10,-0,4,4,0.7,84,9.875,1018,43.75,6,3,0,116,200,119,0,1,5.1,météo très défavorable
2018-11-23,8,3,10,3,8,6,0,84,10,1017,36.5,9,5,4,113,113,119,0,1,8.7,météo très défavorable
2018-11-24,8,6,16,7,8,7,0,87,7.75,1011,88.5,8,7,4,122,122,116,0,1,3.3,météo très défavorable
2018-11-25,8,6,16,6,8,7,2.6,91,5.875,1010,92.75,8,6,4,143,122,122,0,1,3.3,météo très défavorable
2018-11-26,7,5,12,5,6,6,0,89,10,1016,100,7,5,3,122,122,122,0,1,3.3,météo très défavorable
2018-11-27,8,3,16,3,8,7,0,90,10,1020,83.875,8,5,4,122,119,122,0,1,5,météo très défavorable
2018-11-28,11,8,17,9,11,10,6.3,94,9.5,1017,93.875,11,9,8,122,122,122,0,1,3.2,météo défavorable
2018-11-29,13,10,24,10,13,11,1.1,77,9.875,1016,71.875,13,8,8,122,116,119,0,1,6.8,météo défavorable
2018-11-30,11,8,18,9,11,9,0,85,10,1016,54.125,12,8,7,122,116,113,0,1,6.8,météo défavorable
2018-12-01,11,6,27,6,9,10,3,85,9.75,1017,68.5,11,9,4,116,122,122,0,1,5,météo défavorable
2018-12-02,15,11,22,13,15,14,5.9,90,9.25,1006,97.125,15,12,13,200,122,200,0,1,3.1,météo défavorable
2018-12-03,14,11,27,13,14,12,4.2,83,9.5,1011,76.25,14,12,10,116,200,116,0,1,3.1,météo défavorable
2018-12-04,11,8,7,10,11,8,0.4,90,10,1025,65.375,12,9,8,119,116,119,0,1,6.8,météo défavorable
2018-12-05,11,7,14,7,11,10,3,88,9.625,1024,84.375,11,9,7,119,122,122,0,1,5,météo défavorable
2018-12-06,13,10,12,10,13,12,0.4,95,7,1021,88.375,14,11,11,143,122,122,0,1,3.1,météo défavorable
2018-12-07,12,8,36,11,12,9,4.5,77,9.625,1020,73.75,12,8,5,122,122,113,0,1,3.1,météo défavorable
2018-12-08,12,7,31,8,10,12,2.1,81,9,1015,74,12,8,5,116,122,122,0,1,3.1,météo défavorable
2018-12-09,11,8,35,9,11,9,2.3,79,9.875,1022,84,11,5,6,122,200,116,0,1,3.1,météo défavorable
2018-12-10,10,6,14,6,10,7,0.2,86,10,1028,52.875,10,5,5,119,119,116,0,1,6.8,météo défavorable
2018-12-11,8,5,5,5,8,6,0,85,10,1028,47.5,9,4,5,116,116,116,0,1,8.2,météo très défavorable
2018-12-12,5,1,12,1,4,2,0,77,10,1025,4.625,7,2,-0,113,113,113,0,1,8.2,météo très défavorable
2018-12-13,3,-0,21,-0,3,0,0,81,10,1019,6.25,4,0,-5,113,113,113,0,1,8.2,météo très défavorable
2018-12-14,2,-1,12,-1,2,-1,0,71,10,1025,2,5,0,-1,113,113,113,0,1,8.2,météo très défavorable
2018-12-15,2,-2,30,-2,1,1,5.4,91,9.625,1025,60.625,3,1,-6,116,122,122,0,1,4.9,météo très défavorable
2018-12-16,5,1,10,1,5,5,0.1,96,4.75,1014,67.625,5,4,-0,143,116,143,0,1,8.2,météo très défavorable
2018-12-17,7,3,13,3,7,5,0.1,93,10,1025,37,9,5,1,116,113,116,0,1,8.2,météo très défavorable
2018-12-18,8,4,20,4,8,6,0.1,81,9,1025,66.25,8,5,1,116,116,122,0,1,6.8,météo très défavorable
2018-12-19,9,7,22,7,9,8,0.9,87,9.875,1013,87.875,10,6,5,122,119,122,0,1,3.1,météo défavorable
2018-12-20,9,6,19,7,9,7,0,86,10,1017,61.125,9,5,4,122,116,116,0,1,6.8,météo défavorable
2018-12-21,15,9,35,12,14,12,7.7,92,9.5,1014,90.375,15,11,11,122,296,119,0,1,3.1,météo défavorable
2018-12-22,12,9,21,10,12,10,0.2,85,10,1025,67.875,12,9,7,119,122,116,0,1,4.9,météo défavorable
2018-12-23,13,8,25,9,13,13,6.2,92,8.5,1026,89.625,13,11,8,122,122,122,0,1,3.1,météo défavorable
2018-12-24,13,5,9,8,9,7,4.2,82,8.625,1036,68.5,13,11,6,122,122,113,0,1,4.9,météo très défavorable
2018-12-25,8,2,8,2,5,3,0,82,10,1037,1.25,10,5,4,113,113,113,0,1,8.2,météo très défavorable
2018-12-26,4,1,8,1,4,2,0,56,10,1034,27,5,0,0,116,116,116,0,1,8.2,météo très défavorable
2018-12-27,3,0,8,1,2,1,0,53,10,1029,49.375,4,0,0,116,119,116,0,1,5,météo très défavorable
2018-12-28,3,-1,5,-1,3,1,0,43,10,1035,24.75,5,0,1,116,113,113,0,1,8.6,météo très défavorable
2018-12-29,5,1,12,1,4,5,0.1,90,9,1037,88,5,5,0,119,122,122,0,1,3.2,météo très défavorable
2018-12-30,7,4,7,4,7,6,0.1,97,3.5,1037,80.25,8,7,4,143,119,143,0,1,3.2,météo très défavorable
2018-12-31,9,7,5,7,9,8,0,95,5.5,1037,92,9,7,7,143,122,122,0,1,3.2,météo défavorable
